person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,OTHER_DEBT,TIME_WITH_BANK,LOAN_PERIOD in days,,
32,68000,RENT,16,VENTURE,D,5000,15.7,0,0.07,N,7,91246.63949,8,912,,
33,68004,RENT,17,EDUCATION,C,5000,13.49,0,0.07,N,8,54937.44305,5,549,,
30,63600,RENT,7,PERSONAL,B,5000,10.39,1,0.08,N,8,42066.43096,3,420,,
31,45000,MORTGAGE,12,PERSONAL,A,6000,9.32,0,0.13,N,9,90926.87073,2,909,,
27,69996,RENT,12,PERSONAL,A,5000,9.63,0,0.07,N,5,59031.23053,5,590,,
27,45000,OWN,4,VENTURE,C,20000,12.84,0,0.44,N,10,14518.73456,1,145,,
34,70000,RENT,0,DEBTCONSOLIDATION,B,5000,9.91,0,0.07,N,7,83125.71943,2,831,,
30,70000,RENT,6,PERSONAL,B,5000,11.71,0,0.07,N,5,2411.85569,1,241,,
35,70000,RENT,9,VENTURE,A,5000,7.74,0,0.07,N,6,51307.43576,6,513,,
29,45000,MORTGAGE,13,EDUCATION,A,13000,9.63,0,0.29,N,9,40749.68026,6,407,,
29,70000,RENT,4,EDUCATION,E,5000,,0,0.07,N,6,732.9114595,9,732,,
29,45000,OWN,8,MEDICAL,B,8000,12.21,0,0.18,N,10,20641.80451,9,206,,
34,72000,RENT,6,MEDICAL,B,5000,10.59,0,0.07,N,9,97544.28835,2,975,,
28,72000,RENT,8,PERSONAL,B,5000,10.59,0,0.07,N,9,73447.02258,8,734,,
28,72467,RENT,2,MEDICAL,B,5000,8.88,0,0.07,N,7,18217.09305,5,182,,
30,72516,RENT,11,PERSONAL,C,5000,13.85,0,0.07,Y,6,16475.37914,9,164,,
27,45000,MORTGAGE,9,MEDICAL,B,12000,9.76,0,0.27,N,6,82453.66308,6,824,,
32,75000,RENT,4,MEDICAL,B,5000,9.99,0,0.07,N,8,30142.0023,2,301,,
31,75000,RENT,0,MEDICAL,B,5000,10.75,0,0.07,N,6,61936.90098,6,619,,
28,75000,RENT,5,MEDICAL,A,5000,7.88,0,0.07,N,10,50400.10922,1,504,,
31,39000,MORTGAGE,0,HOMEIMPROVEMENT,D,12000,13.3,1,0.31,N,7,44385.4813,5,443,,
30,75000,RENT,0,PERSONAL,B,5000,10.62,0,0.07,N,5,47524.48154,3,475,,
32,39000,MORTGAGE,7,HOMEIMPROVEMENT,D,2800,12.17,1,0.07,Y,6,47028.68535,8,470,,
28,45100,MORTGAGE,2,VENTURE,A,6000,5.42,0,0.13,N,9,99303.71206,1,993,,
28,45136,MORTGAGE,13,EDUCATION,B,10175,12.69,0,0.23,N,9,71383.36783,9,713,,
33,45180,MORTGAGE,0,VENTURE,A,7000,8,0,0.15,N,7,70496.03821,8,704,,
28,78500,RENT,2,HOMEIMPROVEMENT,C,5000,14.27,0,0.06,Y,6,70898.79015,2,708,,
34,45204,MORTGAGE,4,PERSONAL,A,5000,9.63,0,0.11,N,9,56491.91876,4,564,,
34,80000,RENT,4,VENTURE,A,5000,,0,0.06,N,9,42251.09214,6,422,,
32,80000,RENT,0,DEBTCONSOLIDATION,C,5000,,0,0.06,N,6,98891.66064,7,988,,
34,80000,RENT,4,HOMEIMPROVEMENT,A,5000,6.17,0,0.06,N,10,48238.5739,4,482,,
29,45324,MORTGAGE,4,PERSONAL,D,15150,14.54,0,0.33,N,10,93464.97702,4,934,,
28,74000,RENT,0,DEBTCONSOLIDATION,D,5000,15.21,1,0.07,N,8,14798.51541,7,147,,
27,45336,MORTGAGE,12,MEDICAL,B,4800,,0,0.11,N,8,83684.88365,6,836,,
27,80004,RENT,1,VENTURE,C,5000,13.47,0,0.06,Y,9,77291.83831,3,772,,
28,81996,RENT,5,PERSONAL,C,5000,14.26,0,0.06,N,5,30007.09149,5,300,,
33,82000,RENT,9,VENTURE,A,5000,7.51,0,0.06,N,8,36711.66006,4,367,,
34,82000,RENT,3,HOMEIMPROVEMENT,A,5000,8.32,0,0.06,N,9,28929.50016,9,289,,
33,82150,RENT,4,HOMEIMPROVEMENT,A,5000,7.51,0,0.06,N,5,74304.00178,4,743,,
32,65453,RENT,15,MEDICAL,C,5000,11.28,1,0.06,Y,9,20447.1287,5,204,,
32,45489,MORTGAGE,13,PERSONAL,C,18250,12.73,0,0.4,Y,5,90051.29158,8,900,,
29,45500,MORTGAGE,6,HOMEIMPROVEMENT,B,10000,10.65,0,0.22,N,10,68969.35373,7,689,,
29,67027,RENT,,MEDICAL,A,5000,7.51,1,0.06,N,10,3766.040042,4,376,,
28,45500,OWN,1,MEDICAL,A,8400,,0,0.18,N,5,55725.23062,3,557,,
33,85000,RENT,11,EDUCATION,A,5000,7.9,0,0.06,N,8,72087.74357,2,720,,
31,45500,MORTGAGE,5,VENTURE,B,7500,11.49,0,0.16,N,5,45338.51064,9,453,,
27,45500,MORTGAGE,2,DEBTCONSOLIDATION,C,5000,13.23,0,0.11,Y,8,77659.5058,1,776,,
27,45500,OWN,11,VENTURE,C,14000,13.92,0,0.31,Y,6,71468.93213,3,714,,
34,85000,RENT,7,VENTURE,B,5000,11.83,0,0.06,N,5,86097.58356,4,860,,
31,45504,MORTGAGE,3,EDUCATION,B,7000,9.88,0,0.15,N,8,54305.53363,3,543,,
30,85000,RENT,5,VENTURE,D,5000,15.05,0,0.06,N,9,23074.23521,7,230,,
29,45516,MORTGAGE,13,DEBTCONSOLIDATION,C,6000,13.49,0,0.13,N,8,72872.76585,1,728,,
35,85000,RENT,0,HOMEIMPROVEMENT,A,5000,9.07,0,0.06,N,6,51311.79353,4,513,,
31,86000,RENT,2,DEBTCONSOLIDATION,A,5000,,0,0.06,N,8,80945.75608,7,809,,
27,45600,MORTGAGE,6,VENTURE,A,15350,8.9,0,0.34,N,10,59541.97488,7,595,,
27,45600,MORTGAGE,6,MEDICAL,A,3000,6.99,0,0.07,N,7,14337.99732,5,143,,
27,45600,MORTGAGE,11,EDUCATION,A,7500,5.42,0,0.16,N,5,23853.56946,5,238,,
33,45600,MORTGAGE,1,EDUCATION,A,4000,5.99,0,0.09,N,10,93297.46761,7,932,,
27,45600,MORTGAGE,3,HOMEIMPROVEMENT,A,1450,8.49,0,0.03,N,8,85827.47074,3,858,,
30,39600,MORTGAGE,11,EDUCATION,A,15000,7.49,1,0.38,N,5,53930.17792,5,539,,
28,89400,RENT,12,HOMEIMPROVEMENT,D,5000,15.2,0,0.06,N,6,92126.21729,8,921,,
30,45600,MORTGAGE,5,HOMEIMPROVEMENT,A,5000,7.29,0,0.11,N,8,68644.71075,4,686,,
29,45600,MORTGAGE,7,VENTURE,B,9600,10.36,0,0.21,N,5,58114.94187,5,581,,
29,45600,MORTGAGE,3,EDUCATION,C,4750,,0,0.1,N,9,58536.54421,7,585,,
27,91200,RENT,3,DEBTCONSOLIDATION,C,5000,13.49,0,0.05,Y,10,32637.67362,4,326,,
28,45600,MORTGAGE,,VENTURE,C,2500,13.35,0,0.05,N,9,11763.91957,5,117,,
30,92001,RENT,3,VENTURE,A,5000,,0,0.05,N,6,5389.589511,6,538,,
32,96000,RENT,1,PERSONAL,B,5000,11.99,0,0.05,N,9,87802.90303,4,878,,
29,45600,MORTGAGE,9,PERSONAL,A,2000,7.88,0,0.04,N,10,62911.64875,8,629,,
28,96000,RENT,5,VENTURE,B,5000,11.12,0,0.05,N,7,6905.019991,6,690,,
27,39600,MORTGAGE,4,VENTURE,G,2500,20.86,1,0.06,Y,8,88095.44975,9,880,,
30,45600,MORTGAGE,0,VENTURE,A,6400,8.94,0,0.14,N,7,97454.20657,1,974,,
27,98000,RENT,3,VENTURE,C,5000,13.98,0,0.05,Y,6,31669.186,7,316,,
28,45678,OWN,12,PERSONAL,D,8000,15.58,0,0.18,N,10,43419.50657,8,434,,
27,45727,MORTGAGE,5,EDUCATION,D,1000,16.29,0,0.02,Y,9,8696.334562,8,869,,
28,99996,RENT,7,MEDICAL,B,5000,11.49,0,0.05,N,10,27635.7577,8,276,,
27,45760,OWN,6,MEDICAL,B,14000,,0,0.31,N,6,97200.486,7,972,,
27,45760,MORTGAGE,0,PERSONAL,A,9300,,0,0.2,N,10,18797.8651,2,187,,
30,39760,MORTGAGE,0,DEBTCONSOLIDATION,B,14500,10.75,1,0.36,N,7,79189.15412,4,791,,
27,100000,RENT,11,MEDICAL,B,5000,12.42,0,0.05,N,8,27622.99255,6,276,,
32,100000,RENT,3,HOMEIMPROVEMENT,C,5000,,0,0.05,N,6,5204.111426,8,520,,
29,100000,RENT,0,EDUCATION,C,5000,12.23,0,0.05,N,8,37841.68813,1,378,,
35,100000,RENT,0,MEDICAL,A,5000,7.74,0,0.05,N,7,48394.51765,6,483,,
27,103000,RENT,2,VENTURE,A,5000,9.32,0,0.05,N,7,57899.06682,4,578,,
28,39912,MORTGAGE,2,EDUCATION,A,10000,8.49,1,0.25,N,8,50986.61926,4,509,,
35,95028,RENT,2,HOMEIMPROVEMENT,D,5000,14.42,1,0.05,Y,6,84402.9255,9,844,,
33,113800,RENT,8,MEDICAL,B,5000,11.83,0,0.04,N,9,35625.58263,1,356,,
35,45996,MORTGAGE,0,VENTURE,D,15000,14.42,0,0.33,Y,7,60623.50556,9,606,,
28,45996,OTHER,12,VENTURE,B,5500,10.2,0,0.12,N,10,77319.31317,4,773,,
27,140000,RENT,0,VENTURE,B,5000,9.99,0,0.04,N,8,76905.76671,8,769,,
27,142000,RENT,2,MEDICAL,C,5000,13.16,0,0.04,Y,9,86124.7598,5,861,,
30,144000,RENT,12,EDUCATION,E,5000,16.32,0,0.03,Y,7,59675.51496,7,596,,
30,46000,MORTGAGE,1,EDUCATION,C,12000,,0,0.26,Y,9,30940.90085,7,309,,
27,145000,RENT,11,MEDICAL,B,5000,12.69,0,0.03,N,7,69360.88491,5,693,,
30,46000,OWN,10,HOMEIMPROVEMENT,C,11200,14.27,0,0.24,Y,10,28497.41855,6,284,,
27,46000,MORTGAGE,3,MEDICAL,A,18000,7.9,0,0.39,N,8,76595.6632,6,765,,
34,46000,MORTGAGE,5,VENTURE,A,10000,6.62,0,0.22,N,6,52551.8746,9,525,,
35,200000,RENT,7,VENTURE,B,5000,,0,0.03,N,10,54253.26571,7,542,,
31,40000,MORTGAGE,2,DEBTCONSOLIDATION,D,9500,16.77,1,0.24,N,10,73.6263027,8,73,,
29,200000,RENT,4,PERSONAL,A,5000,7.43,0,0.03,N,10,53347.61602,9,533,,
28,276000,RENT,1,PERSONAL,A,5000,6.62,0,0.02,N,10,41126.78757,1,411,,
29,46000,MORTGAGE,3,VENTURE,B,6000,11.49,0,0.13,N,5,39445.23254,1,394,,
34,46000,MORTGAGE,18,DEBTCONSOLIDATION,B,6700,,0,0.15,N,10,17008.02459,3,170,,
28,30000,RENT,2,PERSONAL,A,5200,5.42,0,0.17,N,7,93642.41438,2,936,,
27,46000,OWN,,VENTURE,A,8000,,0,0.17,N,9,60339.07696,6,603,,
28,46000,MORTGAGE,12,PERSONAL,A,6500,6.99,0,0.14,N,7,61654.7879,4,616,,
31,39000,RENT,15,DEBTCONSOLIDATION,C,5200,13.48,0,0.13,N,9,72578.61294,8,725,,
30,46000,OWN,14,PERSONAL,C,6000,12.68,0,0.13,N,6,50635.46394,6,506,,
27,45000,RENT,0,DEBTCONSOLIDATION,C,5200,13.49,0,0.12,N,8,84070.94935,4,840,,
28,39000,RENT,12,DEBTCONSOLIDATION,B,5250,11.49,0,0.13,N,8,98626.83653,9,986,,
27,48000,RENT,8,MEDICAL,C,5250,15.27,0,0.11,Y,6,27417.27187,5,274,,
29,15600,RENT,4,PERSONAL,C,5275,14.72,1,0.34,Y,8,70196.03496,9,701,,
31,50000,RENT,0,EDUCATION,C,5275,12.53,0,0.11,N,6,46666.46299,5,466,,
27,46000,OWN,0,EDUCATION,A,18000,6.17,0,0.39,N,5,47007.08054,1,470,,
27,20160,RENT,4,DEBTCONSOLIDATION,A,5300,,0,0.26,N,6,57294.00743,6,572,,
29,46000,MORTGAGE,3,HOMEIMPROVEMENT,C,7500,14.35,0,0.16,Y,5,81338.88351,6,813,,
29,46000,MORTGAGE,9,PERSONAL,A,4000,6.76,0,0.09,N,9,32650.41747,3,326,,
32,36000,RENT,4,VENTURE,A,5300,8.9,0,0.15,N,6,26407.53911,4,264,,
27,43218,RENT,11,VENTURE,C,5300,14.65,0,0.12,Y,10,17561.2311,4,175,,
31,46000,MORTGAGE,11,VENTURE,A,7000,7.88,0,0.15,N,6,27489.44679,4,274,,
32,47500,RENT,2,MEDICAL,B,5300,11.49,0,0.11,N,8,34063.37208,8,340,,
28,46000,MORTGAGE,3,EDUCATION,D,16750,14.96,0,0.36,N,6,64404.50857,8,644,,
34,25000,RENT,0,VENTURE,B,5325,10.99,0,0.21,N,7,15735.60386,5,157,,
28,15360,RENT,2,PERSONAL,B,5375,9.91,1,0.35,N,5,62715.51671,8,627,,
29,18000,RENT,5,HOMEIMPROVEMENT,B,5375,12.69,1,0.3,N,9,57772.87146,4,577,,
28,46000,MORTGAGE,2,PERSONAL,B,4000,11.48,0,0.09,N,5,49533.65696,1,495,,
28,46000,MORTGAGE,12,EDUCATION,A,6000,8,0,0.13,N,7,51655.70996,2,516,,
30,20000,RENT,14,MEDICAL,D,5400,14.61,0,0.27,Y,7,48645.90205,9,486,,
29,40000,OTHER,2,DEBTCONSOLIDATION,E,15000,16.63,1,0.38,Y,10,83938.9798,5,839,,
27,46028,MORTGAGE,8,DEBTCONSOLIDATION,B,18000,10.74,0,0.39,N,9,40963.66763,9,409,,
30,29120,RENT,0,DEBTCONSOLIDATION,A,5400,7.14,0,0.19,N,10,16069.80958,7,160,,
28,46097,MORTGAGE,12,DEBTCONSOLIDATION,B,6000,10.75,0,0.13,N,8,63536.96129,7,635,,
29,46140,MORTGAGE,2,HOMEIMPROVEMENT,C,4800,14.72,0,0.1,Y,6,72027.10147,2,720,,
29,40000,RENT,4,VENTURE,A,5400,7.9,0,0.14,N,7,81234.32077,9,812,,
32,40000,RENT,2,EDUCATION,B,5400,11.11,0,0.14,N,5,59018.6341,7,590,,
29,44000,RENT,2,PERSONAL,D,5400,16,1,0.12,Y,8,94771.27328,8,947,,
34,50725,RENT,1,PERSONAL,C,5400,13.16,0,0.11,Y,9,74293.63311,2,742,,
27,54000,RENT,1,HOMEIMPROVEMENT,C,5400,14.27,0,0.1,N,6,26471.17679,3,264,,
28,56461,RENT,5,EDUCATION,E,5400,15.68,0,0.1,Y,6,2207.957139,7,220,,
31,46300,MORTGAGE,16,PERSONAL,A,7500,7.88,0,0.16,N,6,92978.38205,6,929,,
27,46300,MORTGAGE,3,DEBTCONSOLIDATION,C,11500,13.48,0,0.25,Y,8,81062.26582,5,810,,
29,46400,MORTGAGE,0,EDUCATION,A,12000,7.51,0,0.26,N,10,73976.56309,9,739,,
29,63533,RENT,0,PERSONAL,A,5400,7.66,0,0.08,N,7,60270.28119,2,602,,
34,46500,MORTGAGE,18,EDUCATION,D,8500,,0,0.18,N,9,63632.93377,5,636,,
31,46500,MORTGAGE,2,DEBTCONSOLIDATION,A,6250,5.79,0,0.13,N,10,51779.19052,5,517,,
29,75000,RENT,0,PERSONAL,C,5400,14.79,0,0.07,N,5,8665.727989,3,866,,
27,77200,RENT,0,DEBTCONSOLIDATION,B,5425,10.59,1,0.07,N,9,18904.99508,8,189,,
30,46500,MORTGAGE,8,VENTURE,A,6000,7.88,0,0.13,N,8,0.763877969,5,0.7,,
31,46500,MORTGAGE,7,PERSONAL,C,8000,13.04,0,0.17,Y,6,87044.05491,3,870,,
30,40525,MORTGAGE,8,HOMEIMPROVEMENT,C,4800,14.65,1,0.12,N,10,42903.6325,5,429,,
30,25000,RENT,6,PERSONAL,C,5475,12.68,0,0.22,N,6,15122.26762,4,151,,
28,46551,MORTGAGE,12,VENTURE,A,5000,,0,0.11,N,7,37345.55209,2,373,,
27,46576,MORTGAGE,8,DEBTCONSOLIDATION,A,4800,,0,0.1,N,10,94238.05927,5,942,,
35,46654,MORTGAGE,19,EDUCATION,B,17000,11.83,0,0.36,N,10,65826.67179,3,658,,
27,15085,RENT,2,VENTURE,A,5500,5.99,1,0.36,N,8,61425.02675,9,614,,
31,46700,MORTGAGE,5,MEDICAL,B,7200,,0,0.15,N,6,64550.81166,9,645,,
32,46700,MORTGAGE,16,HOMEIMPROVEMENT,A,11325,7.51,0,0.24,N,10,76256.57847,8,762,,
33,46709,MORTGAGE,,EDUCATION,B,6200,10.99,0,0.13,N,8,52590.23666,7,525,,
27,46713,MORTGAGE,3,VENTURE,C,12375,10.91,0,0.26,N,6,9167.150653,9,916,,
34,19200,RENT,1,PERSONAL,C,5500,15.23,1,0.29,Y,8,26160.63256,3,261,,
35,20000,RENT,1,EDUCATION,B,5500,12.69,0,0.28,N,7,7777.466523,3,777,,
27,20000,RENT,0,EDUCATION,B,5500,12.69,0,0.28,N,5,19356.13625,2,193,,
27,46800,MORTGAGE,5,HOMEIMPROVEMENT,B,6000,9.99,0,0.13,N,7,85011.88817,6,850,,
27,20400,RENT,3,MEDICAL,A,5500,6.91,0,0.27,N,7,79467.45439,9,794,,
27,40800,MORTGAGE,3,DEBTCONSOLIDATION,A,2000,7.29,1,0.05,N,5,9654.75107,2,965,,
34,46800,MORTGAGE,1,HOMEIMPROVEMENT,B,5525,11.11,0,0.12,N,6,43269.57375,4,432,,
32,21600,RENT,,DEBTCONSOLIDATION,C,5500,14.72,0,0.25,Y,7,40380.82687,7,403,,
31,46800,MORTGAGE,14,PERSONAL,B,5500,,0,0.12,N,10,52096.37473,9,520,,
27,46800,MORTGAGE,3,VENTURE,C,6500,12.87,0,0.14,N,6,62651.92469,9,626,,
28,24000,RENT,5,PERSONAL,B,5500,10.36,0,0.23,N,7,81217.44372,9,812,,
30,24000,RENT,5,MEDICAL,C,5500,13.23,0,0.23,Y,8,16747.23677,5,167,,
32,25000,RENT,12,VENTURE,B,5500,11.11,0,0.22,N,10,58961.16149,7,589,,
28,46858,MORTGAGE,,PERSONAL,B,3600,9.91,0,0.08,N,10,75407.24627,5,754,,
29,46873,MORTGAGE,9,PERSONAL,A,11200,7.14,0,0.24,N,6,37156.55723,8,371,,
33,25200,RENT,0,MEDICAL,B,5500,9.88,0,0.22,N,7,34699.70004,9,346,,
28,47000,MORTGAGE,5,HOMEIMPROVEMENT,B,9000,12.42,0,0.19,N,8,34626.11799,4,346,,
28,28089,RENT,0,PERSONAL,C,5500,12.22,0,0.2,Y,5,92006.78574,9,920,,
31,47000,MORTGAGE,6,MEDICAL,C,20000,13.49,0,0.43,N,5,81741.07904,1,817,,
31,30000,RENT,,DEBTCONSOLIDATION,B,5500,8.88,0,0.18,N,9,31309.22004,7,313,,
31,30000,RENT,0,HOMEIMPROVEMENT,D,5500,15.21,1,0.18,Y,7,79522.70858,6,795,,
29,47000,MORTGAGE,8,EDUCATION,B,8000,12.42,0,0.17,N,9,85504.38435,4,855,,
28,32000,RENT,0,DEBTCONSOLIDATION,C,5500,15.96,0,0.17,Y,8,87130.12404,7,871,,
29,41000,MORTGAGE,0,MEDICAL,A,3800,7.51,1,0.09,N,9,67930.72909,8,679,,
32,47000,OWN,8,VENTURE,A,6000,8.9,0,0.13,N,5,44766.08237,6,447,,
29,34000,RENT,4,MEDICAL,B,5500,,0,0.16,N,5,11287.91567,4,112,,
27,47000,MORTGAGE,11,EDUCATION,A,2650,7.49,0,0.06,N,9,36881.00218,8,368,,
32,35000,RENT,2,PERSONAL,B,5500,11.49,0,0.16,N,7,84328.81542,6,843,,
34,47000,OWN,8,VENTURE,B,14000,9.99,0,0.3,N,9,9109.444653,9,910,,
27,47000,MORTGAGE,2,MEDICAL,A,6000,6.99,0,0.13,N,5,73000.28627,4,730,,
30,40000,RENT,14,VENTURE,A,5500,6.62,0,0.14,N,8,1377.682084,2,137,,
30,40000,RENT,1,PERSONAL,A,5500,7.74,0,0.14,N,6,28248.9212,3,282,,
34,42000,RENT,5,DEBTCONSOLIDATION,A,5500,7.66,0,0.13,N,7,1514.528432,7,151,,
33,42230,RENT,1,MEDICAL,A,5500,9.63,0,0.13,N,10,46088.52716,4,460,,
28,47000,OWN,5,DEBTCONSOLIDATION,D,13000,14.54,0,0.28,N,9,57175.95465,4,571,,
35,42300,RENT,3,PERSONAL,C,5500,13.06,0,0.13,N,8,42576.63954,5,425,,
30,42312,RENT,1,EDUCATION,A,5500,8.59,0,0.13,N,6,61350.68007,4,613,,
27,44196,RENT,2,DEBTCONSOLIDATION,C,5500,13.8,0,0.12,N,10,66465.30045,2,664,,
35,45000,RENT,3,MEDICAL,A,5500,6.92,0,0.12,N,6,1721.885306,4,172,,
31,47000,MORTGAGE,5,HOMEIMPROVEMENT,B,5000,10.38,0,0.11,N,6,44027.82896,9,440,,
29,51504,RENT,0,MEDICAL,B,5500,11.89,0,0.11,N,9,82074.56765,7,820,,
28,46000,RENT,6,MEDICAL,B,5500,11.11,1,0.12,N,10,72879.30277,8,728,,
28,53000,RENT,11,HOMEIMPROVEMENT,C,5500,11.03,0,0.1,N,9,28393.55758,6,283,,
31,54000,RENT,2,DEBTCONSOLIDATION,C,5500,13.23,0,0.1,N,9,9888.025124,3,988,,
27,50000,RENT,11,HOMEIMPROVEMENT,C,5500,12.73,1,0.11,N,7,96297.86281,8,962,,
30,60000,RENT,11,DEBTCONSOLIDATION,A,5500,7.51,0,0.09,N,10,24910.58405,6,249,,
29,60000,RENT,4,HOMEIMPROVEMENT,B,5500,10.74,0,0.09,N,6,97333.99802,2,973,,
31,41000,MORTGAGE,6,MEDICAL,C,3200,13.16,1,0.08,N,6,36480.46373,5,364,,
29,47000,MORTGAGE,1,DEBTCONSOLIDATION,B,5000,9.76,0,0.11,N,10,95525.00381,4,955,,
31,47000,MORTGAGE,0,MEDICAL,C,10000,11.03,0,0.21,Y,7,42040.06053,8,420,,
31,70000,RENT,4,EDUCATION,A,5500,7.68,0,0.08,N,10,93202.34087,3,932,,
30,73000,RENT,15,DEBTCONSOLIDATION,B,5500,9.99,0,0.08,N,9,26405.95714,6,264,,
28,105000,RENT,5,DEBTCONSOLIDATION,C,5500,15.23,0,0.05,N,7,37935.12795,7,379,,
27,144000,RENT,8,HOMEIMPROVEMENT,F,5500,19.13,0,0.04,Y,5,29361.10346,8,293,,
28,39996,RENT,10,EDUCATION,D,5525,14.54,0,0.14,N,10,55.71647139,5,55,,
28,56004,RENT,12,MEDICAL,C,5525,12.68,0,0.1,N,9,16210.63352,7,162,,
34,47125,MORTGAGE,12,VENTURE,B,3200,10.99,0,0.07,N,8,97398.44692,1,973,,
27,47232,OWN,10,MEDICAL,A,8000,5.42,0,0.17,N,9,38349.64809,6,383,,
32,11688,RENT,,PERSONAL,C,5600,13.48,1,0.48,Y,10,14968.6265,9,149,,
29,12000,RENT,0,PERSONAL,B,5600,12.18,1,0.47,N,10,25803.65266,5,258,,
34,47300,MORTGAGE,3,MEDICAL,A,12000,7.88,0,0.25,N,8,3394.01876,4,339,,
27,47380,MORTGAGE,11,HOMEIMPROVEMENT,C,15000,13.79,0,0.32,Y,9,47077.44141,8,470,,
27,47400,MORTGAGE,,HOMEIMPROVEMENT,A,13500,6.17,0,0.28,N,9,45577.93334,4,455,,
28,24000,RENT,4,PERSONAL,C,5600,12.68,0,0.23,Y,5,3041.566198,9,304,,
27,25000,RENT,1,EDUCATION,A,5600,7.9,0,0.22,N,8,35892.98887,4,358,,
29,47500,MORTGAGE,14,VENTURE,A,3500,8.9,0,0.07,N,9,90748.18865,1,907,,
27,30000,RENT,0,MEDICAL,C,5600,13.49,0,0.19,N,10,83069.0505,5,830,,
28,30000,RENT,3,DEBTCONSOLIDATION,D,5600,14.84,1,0.19,Y,10,20854.29288,6,208,,
27,30000,RENT,8,MEDICAL,A,5600,,0,0.19,N,6,60232.03387,3,602,,
31,30000,RENT,1,DEBTCONSOLIDATION,A,5600,7.74,0,0.19,N,7,94939.0308,1,949,,
29,34444,RENT,5,EDUCATION,C,5600,13.49,0,0.16,Y,7,71094.4119,5,710,,
30,47600,MORTGAGE,6,EDUCATION,B,23800,12.42,0,0.5,N,9,85623.86109,6,856,,
28,36000,RENT,8,PERSONAL,B,5600,11.11,0,0.16,N,5,41997.84351,8,419,,
35,36000,RENT,1,VENTURE,C,5600,13.06,0,0.16,N,7,92568.87894,3,925,,
28,47820,OWN,12,MEDICAL,A,6000,5.42,0,0.13,N,9,34170.25036,9,341,,
27,34000,RENT,0,DEBTCONSOLIDATION,C,5600,15.96,1,0.16,Y,10,52646.30394,1,526,,
28,40000,RENT,0,MEDICAL,C,5600,13.49,0,0.14,N,8,1656.840885,7,165,,
35,40000,RENT,0,MEDICAL,B,5600,9.76,0,0.14,N,6,29700.4634,8,297,,
27,47900,OWN,1,VENTURE,C,7500,13.47,0,0.16,N,8,27639.13816,6,276,,
33,36000,RENT,5,PERSONAL,B,5600,11.99,1,0.16,N,7,27711.22867,4,277,,
32,43000,RENT,16,DEBTCONSOLIDATION,A,5600,7.51,0,0.13,N,7,66174.96198,2,661,,
32,45000,RENT,0,EDUCATION,B,5600,11.36,0,0.12,N,10,29933.1084,8,299,,
33,46000,RENT,13,PERSONAL,C,5600,15.27,0,0.12,N,9,53677.93696,5,536,,
29,48000,RENT,9,DEBTCONSOLIDATION,C,5600,15.96,0,0.12,Y,7,47670.0316,8,476,,
33,48000,OWN,5,VENTURE,B,14400,12.42,0,0.3,N,10,45496.0251,8,454,,
31,49000,RENT,6,MEDICAL,A,5600,6.03,0,0.11,N,6,69757.79733,5,697,,
33,48000,OWN,2,HOMEIMPROVEMENT,A,4750,,0,0.1,N,8,30820.47251,6,308,,
28,48000,MORTGAGE,,DEBTCONSOLIDATION,C,5000,14.65,0,0.1,Y,7,32892.2973,3,328,,
29,48000,OWN,0,VENTURE,C,6000,14.27,0,0.13,N,7,85092.27111,8,850,,
27,48000,MORTGAGE,5,DEBTCONSOLIDATION,B,4300,12.69,0,0.09,N,7,50168.68831,1,501,,
29,48000,MORTGAGE,3,PERSONAL,C,17375,14.27,0,0.36,Y,5,85831.38354,2,858,,
28,52000,RENT,0,MEDICAL,C,5600,13.85,0,0.11,Y,8,60680.66678,4,606,,
29,48000,OWN,1,PERSONAL,E,15000,18.64,0,0.31,N,9,51062.15882,8,510,,
29,52884,RENT,3,PERSONAL,B,5600,11.99,0,0.11,N,10,89365.8572,3,893,,
30,48000,MORTGAGE,3,HOMEIMPROVEMENT,B,9000,12.42,0,0.19,N,7,57002.7971,8,570,,
28,56056,RENT,3,DEBTCONSOLIDATION,B,5600,10.37,0,0.1,N,6,34339.05928,9,343,,
35,48000,MORTGAGE,7,EDUCATION,A,17000,6.03,0,0.35,N,8,31807.00499,9,318,,
29,57995,RENT,8,MEDICAL,B,5600,10.37,0,0.1,N,6,28772.58677,1,287,,
29,60000,RENT,0,DEBTCONSOLIDATION,B,5600,9.99,0,0.09,N,7,34506.27124,6,345,,
33,48000,MORTGAGE,9,EDUCATION,A,7500,6.03,0,0.16,N,10,59126.08622,9,591,,
34,63000,RENT,3,EDUCATION,B,5600,11.58,0,0.09,N,5,29408.2907,7,294,,
33,48000,MORTGAGE,17,VENTURE,A,7000,6.62,0,0.15,N,8,56043.36889,9,560,,
34,48000,MORTGAGE,3,PERSONAL,A,7500,6.62,0,0.16,N,7,17996.18886,3,179,,
33,48000,MORTGAGE,7,MEDICAL,A,13800,8.9,0,0.29,N,6,420.5155125,2,420,,
28,48000,OWN,,PERSONAL,D,8000,16.77,0,0.17,Y,9,28134.33275,8,281,,
27,48000,OWN,3,VENTURE,B,24000,9.91,0,0.5,N,9,21461.32903,9,214,,
30,48000,MORTGAGE,13,VENTURE,A,10950,,0,0.23,N,9,70463.13533,8,704,,
